sample_id,task_type,token_position,position_bin,tree_depth,node_id,parent_id,token_id,draft_prob,target_prob,acceptance_prob,target_entropy
he_HumanEval/0,code,0,0,1,0,-1,1678,0.96533203125,0.07958984375,0.08244815376833586,0.404541015625
he_HumanEval/0,code,0,0,1,1,-1,13,0.03253173828125,0.896484375,1.0,0.404541015625
he_HumanEval/0,code,0,0,1,2,-1,268,0.001750946044921875,0.0018138885498046875,1.0,0.404541015625
he_HumanEval/0,code,0,0,2,3,0,736,0.21728515625,0.3701171875,1.0,1.2763671875
he_HumanEval/0,code,0,0,2,4,0,565,0.14697265625,0.004772186279296875,0.03246989202657807,1.2763671875
he_HumanEval/0,code,0,0,2,5,0,363,0.101806640625,0.048187255859375,0.47332134292565947,1.2763671875
he_HumanEval/0,code,0,0,2,6,1,1678,0.97265625,0.5107421875,0.5251004016064257,0.91552734375
he_HumanEval/0,code,0,0,2,7,1,13,0.0221710205078125,0.0031337738037109375,0.14134549208534067,0.91552734375
he_HumanEval/0,code,0,0,2,8,1,29937,0.0011749267578125,0.00965118408203125,1.0,0.91552734375
he_HumanEval/0,code,0,0,2,9,2,13,0.900390625,0.796875,0.8850325379609545,1.099609375
he_HumanEval/0,code,0,0,2,10,2,299,0.041778564453125,0.005584716796875,0.13367421475529584,1.099609375
he_HumanEval/0,code,0,0,2,11,2,396,0.034912109375,0.0025768280029296875,0.0738090034965035,1.099609375
he_HumanEval/0,code,0,0,3,12,3,738,0.359130859375,0.998046875,1.0,0.017120361328125
he_HumanEval/0,code,0,0,3,13,3,599,0.20947265625,4.172325134277344e-07,1.9918232808857808e-06,0.017120361328125
he_HumanEval/0,code,0,0,3,14,3,7431,0.10614013671875,0.00019991397857666016,0.0018834908711903393,0.017120361328125
he_HumanEval/0,code,0,0,3,15,4,7431,0.8125,0.984375,1.0,0.09619140625
he_HumanEval/0,code,1,0,1,0,-1,1678,0.97216796875,0.5107421875,0.5253641386238072,0.91552734375
he_HumanEval/0,code,1,0,1,1,-1,13,0.0225067138671875,0.0031337738037109375,0.13923728813559322,0.91552734375
he_HumanEval/0,code,1,0,1,2,-1,29937,0.0011749267578125,0.00965118408203125,1.0,0.91552734375
he_HumanEval/0,code,1,0,2,3,0,396,0.31591796875,0.0099639892578125,0.03153979907264297,0.48681640625
he_HumanEval/0,code,1,0,2,4,0,565,0.12176513671875,0.005374908447265625,0.044141604010025065,0.48681640625
he_HumanEval/0,code,1,0,2,5,0,736,0.08978271484375,0.06597900390625,0.7348742352141401,0.48681640625
he_HumanEval/0,code,1,0,2,6,1,361,0.5048828125,0.002056121826171875,0.004072473404255319,0.8134765625
he_HumanEval/0,code,1,0,2,7,1,1753,0.261962890625,0.7265625,1.0,0.8134765625
he_HumanEval/0,code,1,0,2,8,1,29937,0.10748291015625,0.00872802734375,0.08120386144236229,0.8134765625
he_HumanEval/0,code,1,0,2,9,2,4321,0.10333251953125,0.0141448974609375,0.13688718251624335,4.9453125
he_HumanEval/0,code,1,0,2,10,2,8741,0.053192138671875,0.008056640625,0.1514629948364888,4.9453125
he_HumanEval/0,code,1,0,2,11,2,1243,0.0289154052734375,0.0006537437438964844,0.022608839050131925,4.9453125
he_HumanEval/0,code,1,0,3,12,3,5399,0.064697265625,0.256591796875,1.0,4.66015625
he_HumanEval/0,code,1,0,3,13,3,1423,0.050384521484375,0.01666259765625,0.33070866141732286,4.66015625
