sample_id,task_type,token_position,position_bin,tree_depth,node_id,parent_id,token_id,draft_prob,target_prob,acceptance_prob,target_entropy
he_HumanEval/0,code,0,0,1,0,-1,1678,0.96533203125,0.0784912109375,0.08131006575619626,0.3994140625
he_HumanEval/0,code,0,0,1,1,-1,13,0.03253173828125,0.8984375,1.0,0.3994140625
he_HumanEval/0,code,0,0,1,2,-1,268,0.001750946044921875,0.001789093017578125,1.0,0.3994140625
he_HumanEval/0,code,0,0,1,3,-1,2,6.580352783203125e-05,7.385015487670898e-05,1.0,0.3994140625
he_HumanEval/0,code,0,0,2,4,0,736,0.217529296875,0.367431640625,1.0,1.26953125
he_HumanEval/0,code,0,0,2,5,0,565,0.147216796875,0.004734039306640625,0.03215692371475953,1.26953125
he_HumanEval/0,code,0,0,2,6,0,363,0.1019287109375,0.047821044921875,0.4691616766467066,1.26953125
he_HumanEval/0,code,0,0,2,7,0,396,0.09503173828125,0.0157623291015625,0.16586384071933205,1.26953125
he_HumanEval/0,code,0,0,2,8,1,1678,0.97265625,0.5068359375,0.5210843373493976,0.9150390625
he_HumanEval/0,code,0,0,2,9,1,13,0.0221710205078125,0.0031108856201171875,0.14031314521679283,0.9150390625
he_HumanEval/0,code,0,0,2,10,1,29937,0.0011749267578125,0.009735107421875,1.0,0.9150390625
he_HumanEval/0,code,0,0,2,11,1,1753,0.0008463859558105469,0.461669921875,1.0,0.9150390625
he_HumanEval/0,code,0,0,2,12,2,13,0.900390625,0.79833984375,0.8866594360086768,1.0947265625
he_HumanEval/0,code,0,0,2,13,2,299,0.041778564453125,0.0055084228515625,0.13184806428049672,1.0947265625
he_HumanEval/0,code,0,0,2,14,2,396,0.034912109375,0.0025615692138671875,0.07337194055944056,1.0947265625
he_HumanEval/0,code,0,0,2,15,2,736,0.00307464599609375,0.01568603515625,1.0,1.0947265625
he_HumanEval/0,code,0,0,2,16,3,29871,0.998046875,0.00131988525390625,0.0013224681996086105,1.2470703125
he_HumanEval/0,code,0,0,2,17,3,529,0.0002079010009765625,1.1920928955078125e-07,0.0005733944954128441,1.2470703125
he_HumanEval/0,code,0,0,2,18,3,515,0.0001270771026611328,1.5020370483398438e-05,0.11819887429643527,1.2470703125
he_HumanEval/0,code,0,0,2,19,3,268,8.016824722290039e-05,0.0005564689636230469,1.0,1.2470703125
he_HumanEval/0,code,0,0,3,20,4,738,0.359130859375,0.998046875,1.0,0.0171051025390625
he_HumanEval/0,code,0,0,3,21,4,599,0.20947265625,4.172325134277344e-07,1.9918232808857808e-06,0.0171051025390625
he_HumanEval/0,code,0,0,3,22,4,7431,0.10699462890625,0.0001983642578125,0.0018539646320593268,0.0171051025390625
he_HumanEval/0,code,0,0,3,23,4,4236,0.0740966796875,5.960464477539063e-08,8.04417215815486e-07,0.0171051025390625
he_HumanEval/0,code,0,0,3,24,5,7431,0.81396484375,0.984375,1.0,0.09564208984375
he_HumanEval/0,code,0,0,3,25,5,451,0.1278076171875,0.0118255615234375,0.09252626552053486,0.09564208984375
he_HumanEval/0,code,0,0,3,26,5,738,0.01456451416015625,0.0007557868957519531,0.051892352016762705,0.09564208984375
he_HumanEval/0,code,0,0,3,27,5,599,0.01032257080078125,2.390146255493164e-05,0.0023154563932002957,0.09564208984375
he_HumanEval/0,code,0,0,3,28,6,306,0.319580078125,2.384185791015625e-07,7.4603705118411e-07,1.2294921875
he_HumanEval/0,code,0,0,3,29,6,954,0.2000732421875,0.31298828125,1.0,1.2294921875
he_HumanEval/0,code,0,0,3,30,6,474,0.129150390625,0.333251953125,1.0,1.2294921875
he_HumanEval/0,code,0,0,3,31,6,302,0.093017578125,0.0002853870391845703,0.0030680979330708663,1.2294921875
he_HumanEval/0,code,1,0,1,0,-1,1678,0.97216796875,0.5068359375,0.5213460572576595,0.9150390625
he_HumanEval/0,code,1,0,1,1,-1,13,0.0225067138671875,0.0031108856201171875,0.13822033898305086,0.9150390625
he_HumanEval/0,code,1,0,1,2,-1,29937,0.0011749267578125,0.009735107421875,1.0,0.9150390625
he_HumanEval/0,code,1,0,1,3,-1,1753,0.0008459091186523438,0.461669921875,1.0,0.9150390625
he_HumanEval/0,code,1,0,2,4,0,396,0.314208984375,0.00982666015625,0.03127428127428127,0.480224609375
he_HumanEval/0,code,1,0,2,5,0,565,0.1220703125,0.005260467529296875,0.04309375,0.480224609375
he_HumanEval/0,code,1,0,2,6,0,736,0.0899658203125,0.06512451171875,0.7238805970149254,0.480224609375
he_HumanEval/0,code,1,0,2,7,0,363,0.0648193359375,0.00945281982421875,0.14583333333333334,0.480224609375
he_HumanEval/0,code,1,0,2,8,1,361,0.5048828125,0.0020294189453125,0.004019584139264991,0.8115234375
he_HumanEval/0,code,1,0,2,9,1,1753,0.261962890625,0.72802734375,1.0,0.8115234375
he_HumanEval/0,code,1,0,2,10,1,29937,0.10748291015625,0.0087432861328125,0.08134582623509369,0.8115234375
he_HumanEval/0,code,1,0,2,11,1,1990,0.057525634765625,0.0093841552734375,0.16312997347480107,0.8115234375
he_HumanEval/0,code,1,0,2,12,2,4321,0.10321044921875,0.0141754150390625,0.13734476641040805,4.9453125
he_HumanEval/0,code,1,0,2,13,2,8741,0.053558349609375,0.0080718994140625,0.15071225071225072,4.9453125
he_HumanEval/0,code,1,0,2,14,2,1243,0.0288848876953125,0.0006475448608398438,0.022418119387216058,4.9453125
he_HumanEval/0,code,1,0,2,15,2,22402,0.028228759765625,0.05560302734375,1.0,4.9453125
he_HumanEval/0,code,1,0,2,16,3,1667,0.294189453125,0.01145172119140625,0.03892634854771784,1.1005859375
he_HumanEval/0,code,1,0,2,17,3,679,0.11431884765625,0.01163482666015625,0.10177522690870261,1.1005859375
he_HumanEval/0,code,1,0,2,18,3,1284,0.1065673828125,0.00399017333984375,0.037442726231386024,1.1005859375
he_HumanEval/0,code,1,0,2,19,3,338,0.052764892578125,0.01026153564453125,0.19447657605552343,1.1005859375
he_HumanEval/0,code,1,0,3,20,4,5399,0.064697265625,0.255859375,1.0,4.6640625
he_HumanEval/0,code,1,0,3,21,4,1423,0.05035400390625,0.0166168212890625,0.33,4.6640625
he_HumanEval/0,code,1,0,3,22,4,10987,0.048065185546875,0.0249481201171875,0.5190476190476191,4.6640625
he_HumanEval/0,code,1,0,3,23,4,20025,0.037139892578125,0.024749755859375,0.666392769104355,4.6640625
he_HumanEval/0,code,1,0,3,24,5,7431,0.79052734375,0.962890625,1.0,0.2138671875
he_HumanEval/0,code,1,0,3,25,5,451,0.16064453125,0.012908935546875,0.08035714285714286,0.2138671875
he_HumanEval/0,code,1,0,3,26,5,738,0.0126800537109375,0.01374053955078125,1.0,0.2138671875
he_HumanEval/0,code,1,0,3,27,5,16897,0.006999969482421875,0.00083160400390625,0.11880108991825614,0.2138671875
he_HumanEval/0,code,1,0,3,28,6,738,0.3466796875,0.99755859375,1.0,0.0190582275390625
he_HumanEval/0,code,1,0,3,29,6,599,0.205322265625,1.5497207641601562e-06,7.547748216409037e-06,0.0190582275390625
he_HumanEval/0,code,1,0,3,30,6,7431,0.10821533203125,0.00023734569549560547,0.0021932723491257756,0.0190582275390625
he_HumanEval/0,code,1,0,3,31,6,4236,0.061187744140625,5.960464477539063e-08,9.741271820448877e-07,0.0190582275390625
he_HumanEval/0,code,2,0,1,0,-1,396,0.3173828125,0.00997161865234375,0.03141826923076923,0.48486328125
he_HumanEval/0,code,2,0,1,1,-1,565,0.12139892578125,0.005336761474609375,0.04396053293112117,0.48486328125
he_HumanEval/0,code,2,0,1,2,-1,736,0.08953857421875,0.0655517578125,0.7321063394683026,0.48486328125
he_HumanEval/0,code,2,0,1,3,-1,363,0.064453125,0.00974273681640625,0.15116003787878787,0.48486328125
he_HumanEval/0,code,2,0,2,4,0,5399,0.064697265625,0.256591796875,1.0,4.66015625
he_HumanEval/0,code,2,0,2,5,0,1423,0.050384521484375,0.01666259765625,0.33070866141732286,4.66015625
he_HumanEval/0,code,2,0,2,6,0,10987,0.047698974609375,0.02520751953125,0.5284708893154191,4.66015625
he_HumanEval/0,code,2,0,2,7,0,20025,0.037139892578125,0.0246124267578125,0.6626951520131471,4.66015625
